::ffff:192.241.218.207 - - [14/Oct/2022:00:24:00 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 zgrab/0.x"
::ffff:188.165.87.97 - - [14/Oct/2022:12:37:04 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:58.0) Gecko/20100101 Firefox/58.0"
::ffff:188.165.87.97 - - [14/Oct/2022:12:51:49 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:58.0) Gecko/20100101 Firefox/58.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET / HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET / HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /?=PHPE9568F36-D428-11d2-A769-00AA001ACF42 HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /Portal/Portal.mwsl HTTP/1.1" 404 157 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "POST /sdk HTTP/1.1" 404 143 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /Portal0000.htm HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /trC3 HTTP/1.1" 404 143 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /nmaplowercheck1665753424 HTTP/1.1" 404 163 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /Portal0000.htm HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /nmaplowercheck1665753424 HTTP/1.1" 404 163 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /localstart.asp HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /docs/cplugError.html/ HTTP/1.1" 404 160 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /__Additional HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /pools/default/buckets HTTP/1.1" 404 160 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /__Additional HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "HEAD / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /pools/default/buckets HTTP/1.1" 404 160 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /home.cfm HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /.git/HEAD HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /CSS/Miniweb.css HTTP/1.1" 404 154 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /KlWN HTTP/1.1" 404 143 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:04 +0000] "GET /HNAP1 HTTP/1.1" 404 144 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /?=PHPB8B5F2A0-3C92-11d3-A3A9-4C7B08C10000 HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /pools HTTP/1.1" 404 144 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "HEAD /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "POST /sdk HTTP/1.1" 404 143 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /home.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /pools HTTP/1.1" 404 144 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /localstart.asp HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "HEAD / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET http://www.google.com HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "HEAD http://www.google.com HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /home.cfm HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /admin.shtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "HEAD /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /Portal/Portal.mwsl HTTP/1.1" 404 157 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /?=PHPE9568F36-D428-11d2-A769-00AA001ACF42 HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /HNAP1 HTTP/1.1" 404 144 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET /CSS/Miniweb.css HTTP/1.1" 404 154 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:05 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /indice.jsp HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /home.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /docs/cplugError.html/ HTTP/1.1" 404 160 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /?=PHPB8B5F2A0-3C92-11d3-A3A9-4C7B08C10000 HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET http://www.wikipedia.org HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /localstart.shtml HTTP/1.1" 404 155 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /admin.shtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "HEAD http://www.wikipedia.org HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:06 +0000] "GET /menu.aspx HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:07 +0000] "GET http://www.computerhistory.org HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:07 +0000] "GET /admin.php HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:07 +0000] "GET /base.aspx HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:08 +0000] "GET /admin.jsa HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:08 +0000] "GET /admin.jhtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:08 +0000] "GET /menu.jsa HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:09 +0000] "GET /default.jhtml HTTP/1.1" 404 152 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:09 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:09 +0000] "GET /default.cfm HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:09 +0000] "GET /admin.html HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:10 +0000] "GET /menu.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:10 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:10 +0000] "GET /default.aspx HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:10 +0000] "GET /admin.cgi HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:11 +0000] "GET /admin.cfm HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:11 +0000] "GET /admin.aspx HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:12 +0000] "GET /admin.asp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:12 +0000] "GET /readme.txt HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:13 +0000] "GET /start.jsp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:13 +0000] "GET /start.pl HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:13 +0000] "GET /main.shtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:14 +0000] "GET /inicio.cfm HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:14 +0000] "GET /main.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:14 +0000] "GET /base.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:15 +0000] "GET / HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:15 +0000] "GET / HTTP/1.0" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:15 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:104.156.155.31 - - [14/Oct/2022:13:17:15 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:74.82.47.19 - - [14/Oct/2022:13:39:54 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/103.0.5060.114 Safari/537.36 OPR/89.0.4447.64"
::ffff:74.82.47.55 - - [14/Oct/2022:13:40:08 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
::ffff:74.82.47.55 - - [14/Oct/2022:13:40:08 +0000] "GET /users/signin HTTP/1.1" 200 2817 "http://50.19.145.241:8000/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15"
::ffff:161.97.174.99 - - [14/Oct/2022:18:03:33 +0000] "GET /v2/ HTTP/1.1" 404 142 "-" "Go-http-client/1.1"
::ffff:195.96.137.9 - - [14/Oct/2022:18:40:34 +0000] "GET / HTTP/1.0" 302 35 "-" "-"
::ffff:195.96.137.9 - - [14/Oct/2022:18:40:35 +0000] "GET / HTTP/1.0" 302 35 "-" "-"
::ffff:195.96.137.9 - - [14/Oct/2022:18:40:38 +0000] "GET /nmaplowercheck1665772835 HTTP/1.1" 404 163 "-" "curl/7.54.0"
