::ffff:124.156.222.254 - - [23/Sep/2022:00:01:47 +0000] "GET / HTTP/1.1" 302 35 "-" "'Mozilla/5.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "HEAD /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET / HTTP/1.1" 302 35 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET /start.php HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET /admin.cfm HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET /inicio.cfm HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET /admin.cfm HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:44 +0000] "GET http://www.computerhistory.org HTTP/1.0" 302 35 "-" "-"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /home.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /inicio.cfm HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /menu.jsp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /home.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /base.jhtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /menu.jsp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /base.jhtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /base.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /admin.pl HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /base.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /admin.pl HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:45 +0000] "GET /inicio.shtml HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /inicio.shtml HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /home.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /home.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /menu.pl HTTP/1.1" 404 146 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /admin.jsp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /menu.pl HTTP/1.1" 404 146 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /main.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /admin.jsp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /indice.asp HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /main.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /menu.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /indice.asp HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /admin.asp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:46 +0000] "GET /menu.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /index.html HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /admin.asp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /main.shtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /index.html HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /main.shtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /index.aspx HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /main.jsa HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /index.aspx HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /main.jsa HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /main.pl HTTP/1.1" 404 146 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /admin.jhtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:47 +0000] "GET /main.pl HTTP/1.1" 404 146 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /admin.jhtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /inicio.aspx HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /localstart.html HTTP/1.1" 404 154 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /inicio.aspx HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /main.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /localstart.html HTTP/1.1" 404 154 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /start.jhtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /main.asp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /menu.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /start.jhtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /admin.aspx HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET /menu.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:48 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /admin.aspx HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /base.shtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /base.shtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /base.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /admin.shtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /base.php HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /localstart.jsa HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /admin.shtml HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /localstart.jsa HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:49 +0000] "GET /main.html HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /main.html HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /base.inc HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /base.html HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /base.inc HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /menu.jhtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /base.html HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /menu.jhtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /base.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /base.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /indice.jsa HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /indice.jsa HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /default.aspx HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /default.aspx HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:50 +0000] "GET /home.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /home.aspx HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /home.cgi HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /home.jsp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /home.aspx HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /home.jsp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /default.jsp HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /default.jsp HTTP/1.1" 404 150 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /base.aspx HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /main.jhtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /base.aspx HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /index.pl HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:51 +0000] "GET /main.jhtml HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /index.pl HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /default.html HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /base.jsp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /default.html HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /default.jhtml HTTP/1.1" 404 152 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /base.jsp HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /menu.jsa HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /default.jhtml HTTP/1.1" 404 152 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /menu.jsa HTTP/1.1" 404 147 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /indice.pl HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /index.jsp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /indice.pl HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /index.jsp HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:52 +0000] "GET /localstart.pl HTTP/1.1" 404 152 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /default.pl HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /localstart.pl HTTP/1.1" 404 152 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /default.pl HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /inicio.cgi HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /indice.jhtml HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /inicio.cgi HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /localstart.shtml HTTP/1.1" 404 155 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /indice.jhtml HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /localstart.jsp HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /localstart.shtml HTTP/1.1" 404 155 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /localstart.jsp HTTP/1.1" 404 153 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:53 +0000] "GET /inicio.php HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /indice.shtml HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /inicio.php HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /admin.php HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /indice.shtml HTTP/1.1" 404 151 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /admin.php HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /inicio.jsp HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /inicio.jsp HTTP/1.1" 404 149 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /default.shtml HTTP/1.1" 404 152 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /default.shtml HTTP/1.1" 404 152 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /admin.jsa HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /inicio.pl HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /admin.jsa HTTP/1.1" 404 148 "-" "curl/7.54.0"
::ffff:45.33.65.249 - - [23/Sep/2022:01:08:54 +0000] "GET /default.cgi HTTP/1.1" 404 150 "-" "curl/7.54.0"
