::ffff:216.218.206.67 - - [25/Jul/2022:00:06:31 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.248.133.45 - - [25/Jul/2022:08:29:50 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:47.15.138.5 - - [25/Jul/2022:08:57:24 +0000] "GET / HTTP/1.1" 302 70 "-" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
::ffff:47.15.138.5 - - [25/Jul/2022:08:57:25 +0000] "GET /users/signin HTTP/1.1" 304 - "-" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
::ffff:47.15.138.5 - - [25/Jul/2022:08:57:27 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://namastebuddies.in:8000/users/signin" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
::ffff:47.15.138.5 - - [25/Jul/2022:08:57:30 +0000] "GET /users/auth/google HTTP/1.1" 302 0 "http://namastebuddies.in:8000/users/signin" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
::ffff:47.15.138.5 - - [25/Jul/2022:08:57:37 +0000] "GET /users/auth/google/callback?code=4%2F0AdQt8qgAwLGflq9zJKoCQoLBuda5QuEnouhm3spTFwxyMN-arVbWsOPyUfxnzk67yzUp0w&scope=email+profile+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.email+https%3A%2F%2Fwww.googleapis.com%2Fauth%2Fuserinfo.profile+openid&authuser=0&prompt=none HTTP/1.1" 302 46 "-" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
::ffff:47.15.138.5 - - [25/Jul/2022:08:57:38 +0000] "GET / HTTP/1.1" 200 269969 "-" "Mozilla/5.0 (Linux; Android 8.1.0; CPH1901) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.0.0 Mobile Safari/537.36"
::ffff:162.142.125.222 - - [25/Jul/2022:11:16:21 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:162.142.125.222 - - [25/Jul/2022:11:16:21 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.222 - - [25/Jul/2022:11:16:21 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:162.142.125.222 - - [25/Jul/2022:11:16:21 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.222 - - [25/Jul/2022:11:16:21 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.248.133.60 - - [25/Jul/2022:12:49:27 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.248.133.60 - - [25/Jul/2022:12:49:27 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.60 - - [25/Jul/2022:12:49:27 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.248.133.60 - - [25/Jul/2022:12:49:27 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.248.133.60 - - [25/Jul/2022:12:49:27 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:170.130.187.10 - - [25/Jul/2022:18:09:38 +0000] "GET / HTTP/1.1" 302 35 "-" "https://gdnplus.com:Gather Analyze Provide."
::ffff:170.130.187.10 - - [25/Jul/2022:18:09:38 +0000] "GET /users/signin HTTP/1.1" 200 2817 "http://50.19.145.241:8000/" "https://gdnplus.com:Gather Analyze Provide."
::ffff:185.173.35.5 - - [25/Jul/2022:18:15:53 +0000] "GET / HTTP/1.0" 302 35 "-" "NetSystemsResearch studies the availability of various services across the internet. Our website is netsystemsresearch.com"
::ffff:167.94.146.58 - - [25/Jul/2022:19:55:04 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.94.146.58 - - [25/Jul/2022:19:55:04 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.94.146.58 - - [25/Jul/2022:19:55:04 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.94.146.58 - - [25/Jul/2022:19:55:04 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.94.146.58 - - [25/Jul/2022:19:55:05 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:162.142.125.222 - - [25/Jul/2022:20:05:34 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:162.142.125.222 - - [25/Jul/2022:20:05:34 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.222 - - [25/Jul/2022:20:05:35 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:162.142.125.222 - - [25/Jul/2022:20:05:35 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.222 - - [25/Jul/2022:20:05:35 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.94.138.117 - - [25/Jul/2022:20:39:56 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:167.94.138.117 - - [25/Jul/2022:20:39:56 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.94.138.117 - - [25/Jul/2022:20:39:56 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:167.94.138.117 - - [25/Jul/2022:20:39:56 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:167.94.138.117 - - [25/Jul/2022:20:39:56 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:198.235.24.32 - - [25/Jul/2022:21:19:14 +0000] "GET / HTTP/1.1" 302 35 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:198.235.24.32 - - [25/Jul/2022:21:19:14 +0000] "GET /users/signin HTTP/1.1" 200 2817 "http://50.19.145.241:8000/" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:198.235.24.33 - - [25/Jul/2022:21:25:48 +0000] "GET / HTTP/1.0" 302 35 "-" "Expanse, a Palo Alto Networks company, searches across the global IPv4 space multiple times per day to identify customers&#39; presences on the Internet. If you would like to be excluded from our scans, please send IP addresses/domains to: scaninfo@paloaltonetworks.com"
::ffff:162.142.125.220 - - [25/Jul/2022:23:17:27 +0000] "GET / HTTP/1.1" 302 35 "-" "-"
::ffff:162.142.125.220 - - [25/Jul/2022:23:17:27 +0000] "GET / HTTP/1.1" 302 35 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.220 - - [25/Jul/2022:23:17:27 +0000] "PRI * HTTP/2.0" - - "-" "-"
::ffff:162.142.125.220 - - [25/Jul/2022:23:17:27 +0000] "GET /users/signin HTTP/1.1" 200 2817 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
::ffff:162.142.125.220 - - [25/Jul/2022:23:17:28 +0000] "PRI * HTTP/2.0" - - "-" "-"
